Reference, Value, Footprint, Datasheet, MPN, MFN, PurchasingLink, Desc, Link, Purchasing Link
"R42","R_10K","footprints:R_0805_OEM","http://www.bourns.com/data/global/pdfs/CRS.pdf","CRS0805-FX-1002ELFCT-ND","DK","https://www.digikey.com/products/en?keywords=CRS0805-FX-1002ELFCT-ND","","",""
"R43","R_10K","footprints:R_0805_OEM","http://www.bourns.com/data/global/pdfs/CRS.pdf","CRS0805-FX-1002ELFCT-ND","DK","https://www.digikey.com/products/en?keywords=CRS0805-FX-1002ELFCT-ND","","",""
"R40","R_10K","footprints:R_0805_OEM","http://www.bourns.com/data/global/pdfs/CRS.pdf","CRS0805-FX-1002ELFCT-ND","DK","https://www.digikey.com/products/en?keywords=CRS0805-FX-1002ELFCT-ND","","",""
"R41","R_10K","footprints:R_0805_OEM","http://www.bourns.com/data/global/pdfs/CRS.pdf","CRS0805-FX-1002ELFCT-ND","DK","https://www.digikey.com/products/en?keywords=CRS0805-FX-1002ELFCT-ND","","",""
"R27","R_0","footprints:R_0805_OEM","~"
"R33","R_0","footprints:R_0805_OEM","~"
"R37","R_0","footprints:R_0805_OEM","~"
"R24","R_1m_3W_1%","formula:WSL27261L000FEB","https://www.vishay.com/docs/30131/wsl2726.pdf","WSL27261L000FEB","","","","",""
"C58","DNP","footprints:C_0805_OEM","~"
"C52","DNP","footprints:C_0805_OEM","~"
"C54","C_100nF","footprints:C_0805_OEM","http://datasheets.avx.com/X7RDielectric.pdf","478-3352-1-ND","DK","https://www.digikey.com/products/en?keywords=478-3352-1-ND","","",""
"U13","INA240A1D","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/ina240.pdf"
"C48","C_100nF","footprints:C_0805_OEM","http://datasheets.avx.com/X7RDielectric.pdf","478-3352-1-ND","DK","https://www.digikey.com/products/en?keywords=478-3352-1-ND","","",""
"U11","INA240A1D","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/ina240.pdf"
"C42","C_100nF","footprints:C_0805_OEM","http://datasheets.avx.com/X7RDielectric.pdf","478-3352-1-ND","DK","https://www.digikey.com/products/en?keywords=478-3352-1-ND","","",""
"C44","DNP","footprints:C_0805_OEM","~"
"U10","INA240A1D","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","http://www.ti.com/lit/ds/symlink/ina240.pdf"
"D1","D_TVS_35V","footprints:DO-214AB","https://www.diodes.com/assets/Datasheets/ds40741.pdf","SMCJ22A-13-F","","","","",""
"R3","R_1.54K","footprints:R_0805_OEM","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","ERJ-6ENF1541V","Panasonic","","","","https://www.digikey.com/en/products/detail/panasonic-electronic-components/ERJ-6ENF1541V/111317"
"R51","R_500","footprints:R_0805_OEM",""
"C35","C_100uF","Capacitor_THT:CP_Radial_D6.3mm_P2.50mm","","","","","THT 6.3mm 35v 100uF 50mohm alpolys for 15c each","",""
"C12","C_10uF","footprints:C_1206_OEM","https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL31A106KBHNNNE_Spec.pdf"
"J6","CONN_01X03","Connector_PinHeader_2.54mm:PinHeader_1x03_P2.54mm_Vertical_SMD_Pin1Left","https://www.mouser.com/datasheet/2/181/M20-999-1218971.pdf","855-M20-9990346","Mouser","https://www.mouser.com/ProductDetail/Harwin/M20-9990346?qs=sGAEpiMZZMs%252bGHln7q6pmzlZUuX%2f53qj1ROyRKct5o4%3d","","",""
